date,MAB_ELE_PRO156,MAB_ELE_SHP156,MAB_ELE_PRO250,MAB_ELE_SHP250,MAB_ELE_PRO276,MAB_ELE_SHP276,MAB_ELE_PRO380,MAB_ELE_SHP380,MAB_ELE_PRO392,MAB_ELE_SHP392,MAB_ELE_PRO756,MAB_ELE_SHP756,MAB_ELE_PRO826,MAB_ELE_SHP826,MAB_ELE_PRO840,MAB_ELE_SHP840,MAB_ELE_PRO1100,MAB_ELE_SHP1100,RohiBASEMET1000_org,RohiENERGY1000_org,RohiMETMIN1000_org,RohiNATGAS1000_org,RohCRUDE_PETRO1000_org,RohCOPPER1000_org,WKLWEUR840_org,PRI27840_org,PRI27826_org,PRI27380_org,PRI27250_org,PRI27276_org,PRI27156_org,PRO28840_org,PRO281000_org,PRO28756_org,PRO28826_org,PRO28380_org,PRO28392_org,PRO28250_org,PRO28276_org,PRO27840_org,PRO271000_org,PRO27756_org,PRO27826_org,PRO27380_org,PRO27392_org,PRO27250_org,PRO27276_org,Mapped_GCK,Sales_EUR
2018m10,211.95575520716898,211.95575520716898,108.280607983292,122.45173385667506,124.22787901639767,137.74195311854245,118.35051391169598,122.45689392908128,125.20995688776168,124.7932500344297,109.07778107179439,104.59478084947575,113.65932183788875,112.3180299784675,111.90254008123298,127.80883943812468,124.39196727078162,130.98925277256873,86.10258604245291,100.22216927104898,79.35498638731923,89.5707956167827,97.07226401539515,82.54508219135586,1.1483999490737915,110.70040893554688,111.4636688232422,105.2978363037109,102.0647430419922,109.1196136474609,96.31832944091008,111.42263793945312,131.34011840820312,106.81693668310245,110.89345030235927,129.3892211914063,131.50378627304292,114.7208099365234,127.4611358642578,112.85325622558594,129.32577514648438,112.97084318360915,118.67079133818979,93.00151062011719,112.3767738760491,97.84954071044922,118.2982330322266,#16,333196.87
2018m11,220.51965526454364,220.51965526454364,99.63691135445414,115.95820990880325,127.40413161341596,142.7321928919857,107.71926030710212,120.13203247194745,122.62469506319799,123.2898884480816,112.24149121251496,107.65623845860024,115.0884168640642,112.80101099206071,110.88040110187232,117.67587388309826,123.07009082277395,132.9341300308063,83.84137392877682,84.4368070893486,77.50087473855753,97.3624678921418,78.84116672898655,82.23093896077806,1.1367000341415405,110.99402618408203,111.6683731079102,105.2978363037109,102.0647430419922,109.2248382568359,95.37011753317653,109.73712921142578,129.97645568847656,110.79283086796589,112.11992164210886,117.9901733398438,127.88075497763774,104.8731002807617,132.9879150390625,113.14529418945312,128.23617553710938,114.73601260835304,120.46701925955492,84.1333999633789,111.90753470288143,91.15596008300781,117.1637268066406,#16,1377694.32
2018m12,241.84685426664612,241.84685426664612,94.69031212695867,115.12846857656872,120.51856496078673,141.40766055891257,88.78318142991722,131.9360987883683,122.99195639275275,124.50841279239916,115.40520135323553,110.71769606772472,101.55610752537221,94.50373333163192,106.25779649800235,123.28013378640512,113.85800458695134,131.26134849624697,82.73338904107311,74.8987464762251,76.07170463079584,94.4065778513486,68.26856416201304,80.63036128406985,1.1383999586105347,111.1622314453125,112.7942657470703,105.2978363037109,102.1667098999023,109.3300628662109,94.99488496057165,103.44828033447266,124.20246887207031,114.76872505282931,99.44638446469637,99.19173431396484,128.12567937720434,104.9746170043945,137.36328125,111.82362365722656,117.04354858398438,116.50118203309694,105.37870472008781,64.8812484741211,112.52424229408744,78.03302764892578,89.6261215209961,#16,4762524.66
2019m10,226.6692591036553,226.6692591036553,101.45470648880047,120.92856718399797,114.72987615831056,128.93103835787863,114.3840823342651,123.38552925256117,107.69286297748398,106.52640206634234,104.16953417943618,100.15456701535723,113.31231519399931,111.8952353460706,105.31392605746684,126.20102750832471,121.84761076674603,129.67732056086493,80.12169750534251,72.6736731976137,76.45733090765063,59.115498034277806,72.4604935403822,76.40966714852475,1.105299949645996,111.0322036743164,113.6131057739258,105.0897369384766,102.6765289306641,110.487548828125,94.19932619321006,103.51399230957031,125.03099822998047,99.02167958049621,105.0677114385487,124.2896499633789,110.80481505789655,105.5837554931641,117.7892990112305,108.87970733642578,129.2439422607422,113.03388494877856,128.25067358547048,91.63719177246094,101.34756059845718,94.7669677734375,109.1190338134766,#16,285644.67
2019m11,240.95376265672166,240.95376265672166,94.55101472490914,110.23944568721572,116.87675709853468,135.20974476800166,102.94398489300855,118.30112847709104,104.249771965606,104.16205384601017,104.92494820949838,100.78815381371106,109.3459351998139,103.18083859723237,104.35687471602611,114.89003479596691,117.89557624342062,128.56394659561192,80.38916783644223,76.6176460807014,76.21530552750112,63.47069207042409,76.42047511612537,77.77201622409768,1.1051000356674194,111.0354232788086,112.8966217041016,104.9856872558594,102.6765289306641,110.487548828125,92.98586459484711,101.27818298339844,122.6446533203125,99.4286608750098,100.36623796950856,112.2906494140625,105.91508193123606,102.0304641723633,122.6252212524414,110.4559555053711,127.9522705078125,114.38928289992121,125.61620596746832,81.48054504394531,100.85418777482091,82.43669891357422,106.3343353271484,#16,291844.03
2019m12,262.9139971587154,262.9139971587154,93.19744534383906,119.04751612349807,113.79490800808765,135.88988721038203,85.86026112439316,135.80428535860156,119.77946383053556,120.9264334005372,105.68036223956052,101.42174061206492,101.88652622310067,94.64113074772551,101.98505808987238,124.35669979129041,112.25293340622632,133.33069382756165,80.71317038756072,79.0786633316409,77.46999671242833,56.0104638633257,80.1527261220175,80.65345419582337,1.111299991607666,111.28662872314453,112.0777893066406,104.8816375732422,102.6765289306641,110.38232421875,92.71500772151794,99.12844848632812,123.0656967163086,99.83564216952337,93.41623371092753,95.39205169677734,125.62192928858194,103.7563400268555,130.6850891113281,107.64418029785156,119.10216522216797,115.74468085106385,117.2338090010977,63.97170257568359,107.86661652042883,76.09541320800781,82.81908416748047,#16,604715.4
2020m10,258.380615692635,258.380615692635,99.73115029200387,113.33319446676109,106.77435028844751,122.33689506141447,107.46089879265108,118.86898434127306,105.32736589625772,106.17893687219302,92.38834290635344,88.68901062015378,100.97845336978908,98.47846217265324,105.34692680486066,125.72667045007725,113.66049089970741,122.440625124551,86.27728271242542,51.6207934051609,85.49279171456321,54.7211548529564,50.48027631698147,89.10426543665207,1.1775000095367432,112.81269073486328,116.2743148803711,105.2978363037109,103.0843734741211,110.697998046875,92.03274169076623,103.98595428466797,122.09332275390625,86.31134069030288,88.30593646197089,113.7905197143555,106.98409326990372,105.7868041992188,106.6206130981445,108.04309844970703,134.56260681152344,102.85263987391647,123.93972657419418,92.92572021484375,101.9492816990225,89.92292785644531,107.0562973022461,#16,145276.08000000002
2020m11,274.40195137129564,274.40195137129564,94.02185870543246,116.6192033464287,112.27960546950764,129.32568547564557,103.45388568667414,120.11083917115207,107.87680036479665,108.83108555788776,94.45015430657493,90.76873915204209,106.18379653719943,104.37413242726672,102.84286465307544,115.02380838780488,115.62388334458791,129.53156462009477,91.44694054395221,55.30181595459109,90.27961371441431,59.0622730548325,53.520901147770374,93.81707748473731,1.1838,113.15876007080078,112.9924451138111,105.1937866210938,103.0843734741211,110.9084548950195,91.12614730295017,100.440185546875,123.78035736083984,87.0626907724818,93.21182182096926,109.4908752441406,111.29988853433387,100.304573059082,114.5653457641602,107.60272216796875,135.36434936523438,107.17100078802207,129.68765592256258,89.5906982421875,100.89708829194764,83.84587097167969,108.0876617431641,#16,160941.78
2020m12,296.2438341780627,296.2438341780627,94.06727368301657,120.0317944198263,112.75551850402499,135.7206429162401,88.32397419500609,132.21393448914674,116.53075973944604,118.43325066116556,96.51196570679642,92.84846768393038,98.83914756216907,104.37413242726672,100.70124330279077,127.77818144120845,113.3233020445081,136.69085004167468,98.04462612987881,63.74668437006811,99.6505128483917,63.85843256317491,61.647508705232724,103.15152439484653,1.217,113.53819274902344,112.9924451138111,105.4018859863281,103.1863403320313,110.9084548950195,91.60242762885972,98.20500946044922,123.59750366210938,87.81404085466072,92.18976237117793,95.89201354980469,119.90175488555867,105.3807144165039,124.4674758911133,105.64643859863281,126.4298324584961,111.48936170212767,110.88713701227422,70.9449234008789,109.65726587848641,75.74311828613281,91.27632141113281,#16,260089.25
2021m10,269.7944315757368,269.7944315757368,97.34825515725994,116.87012445060562,108.42050672301593,129.55565179517896,108.1162286538661,127.27089335280388,114.03017772072053,114.95110798149585,102.6639685902121,100.52380313017152,99.13583757570103,104.37413242726672,111.57071904741971,141.63315834746797,117.33209184882875,132.06002345404545,130.00917537123487,123.369892102883,121.38096364348488,222.52925190517198,103.82405368820102,130.45132762399433,1.1601,126.0925521850586,112.9924451138111,111.8529357910156,107.366813659668,115.0122756958008,98.65909909250139,110.58494567871094,130.32815551757812,100.21131721061282,88.81696618686655,115.4903793334961,121.45948536340192,102.6395950317383,109.6142730712891,113.52359771728516,137.0179901123047,106.88731284475965,117.83255164155273,91.18241882324219,98.88174283435211,88.7779769897461,106.2311935424805,#16,141037.06
