date,MAB_ELE_PRO156,MAB_ELE_SHP156,MAB_ELE_PRO250,MAB_ELE_SHP250,MAB_ELE_PRO276,MAB_ELE_SHP276,MAB_ELE_PRO380,MAB_ELE_SHP380,MAB_ELE_PRO392,MAB_ELE_SHP392,MAB_ELE_PRO756,MAB_ELE_SHP756,MAB_ELE_PRO826,MAB_ELE_SHP826,MAB_ELE_PRO840,MAB_ELE_SHP840,MAB_ELE_PRO1100,MAB_ELE_SHP1100,RohiBASEMET1000_org,RohiENERGY1000_org,RohiMETMIN1000_org,RohiNATGAS1000_org,RohCRUDE_PETRO1000_org,RohCOPPER1000_org,WKLWEUR840_org,PRI27840_org,PRI27826_org,PRI27380_org,PRI27250_org,PRI27276_org,PRI27156_org,PRO28840_org,PRO281000_org,PRO28756_org,PRO28826_org,PRO28380_org,PRO28392_org,PRO28250_org,PRO28276_org,PRO27840_org,PRO271000_org,PRO27756_org,PRO27826_org,PRO27380_org,PRO27392_org,PRO27250_org,PRO27276_org,Mapped_GCK,Sales_EUR
2019-03-01,261.6428015887835,261.6428015887835,107.86178777348721,126.96621589643503,122.53464783785472,140.11621350624793,114.29954914087737,122.45431788325496,141.6377167966329,146.09676800137896,98.05496242664876,94.05788947308402,120.75476769663521,118.18413109881965,111.66405707184597,133.231663558601,123.69391307151355,135.85907653418678,86.16782754337271,82.2232008944792,81.09669812297182,67.9121107528877,80.70096638277008,85.4631502989664,1.1302000284194946,111.92424011230469,111.05425262451172,105.5059356689453,102.8804473876953,109.9614181518555,94.4345911395054,111.95256805419922,137.50462341308594,98.05118572434844,117.74124861596118,125.3895568847656,146.63374570824828,117.3604049682617,128.612548828125,111.09249877929688,131.4561767578125,98.0614657210402,126.21494860792335,88.8327407836914,131.45076233223213,92.47706604003906,111.388053894043,#3,488.34
2019-04-01,219.5958129851704,219.5958129851704,98.67784377162845,114.91743241004696,110.61241421742044,127.51200606287358,99.73296912808776,106.27980407830448,107.15065267514242,104.72228145720284,97.08893227667681,93.31589203300774,106.69116359128024,103.93437452788436,109.27637907145598,125.21441449945448,111.92559499789277,121.96608798534596,85.63514130188692,86.4267320163874,81.59938825982671,62.4860657981163,86.76112988047286,85.4485513317659,1.1238000392913818,111.38450622558594,112.0777893066406,105.7140350341797,103.1863403320313,110.171875,93.85895922076153,109.16854095458984,121.49242401123047,97.9885732175002,102.92138659398691,110.0908279418945,110.01588878497716,106.8020324707031,115.0259094238281,109.4900131225586,119.41561889648438,95.5397951142632,113.52160463027641,75.94744873046875,101.30840670399057,85.51925659179688,102.5182647705078,#3,1491.0
2019-11-01,240.95376265672166,240.95376265672166,94.55101472490914,110.23944568721572,116.87675709853468,135.20974476800166,102.94398489300855,118.30112847709104,104.249771965606,104.16205384601017,104.92494820949838,100.78815381371106,109.3459351998139,103.18083859723237,104.35687471602611,114.89003479596691,117.89557624342062,128.56394659561192,80.38916783644223,76.6176460807014,76.21530552750112,63.47069207042409,76.42047511612537,77.77201622409768,1.1051000356674194,111.0354232788086,112.89662170410159,104.9856872558594,102.6765289306641,110.487548828125,92.98586459484711,101.27818298339844,122.6446533203125,99.4286608750098,100.36623796950856,112.2906494140625,105.91508193123606,102.0304641723633,122.6252212524414,110.4559555053711,127.9522705078125,114.38928289992121,125.61620596746832,81.48054504394531,100.85418777482091,82.43669891357422,106.3343353271484,#3,94427.48
2020-04-01,241.11118222280916,241.11118222280916,50.75668043542581,64.42067630102005,81.06158083181238,93.29277707978902,50.61818072638789,55.13722866475726,95.10386763502937,92.97913385706532,85.48184190274795,82.0264800538629,61.04802221538877,57.46293549757399,90.56464267349857,108.7207497638216,77.53733341357982,83.76337171795511,67.28659159242133,31.6323101217758,65.55173456341133,37.9740400406556,26.623390508697035,67.12830739187184,1.0861999988555908,111.46571350097656,114.73900604248051,104.8816375732422,102.0647430419922,110.697998046875,90.2923187703726,86.98772430419922,98.6952896118164,81.70932143695704,51.71620815944128,55.69536209106445,97.84168462894641,54.41624450683594,81.0593032836914,97.65074157714844,103.48143768310547,91.97793538219071,77.95629178724677,38.95907211303711,89.52143055504106,44.8293571472168,81.06575775146484,#3,2052.0
2020-07-01,243.89221032932795,243.89221032932795,90.85890869097555,98.09875338847965,100.56521144825798,117.57117190160054,106.11442144386398,119.44330188684903,98.96055996968688,100.90370514099449,81.97651245807754,78.62926239880622,93.57001690957635,89.90024587074052,96.17649343106754,115.69806631840481,104.32221931843806,113.46615106938334,80.18022192097001,51.6497454882015,79.08970395683352,34.9085246084531,53.221477620744075,84.57394047857295,1.146299958229065,111.8028335571289,116.58137512207031,105.0897369384766,102.4726028442383,110.5927734375,92.27330602080477,94.3619384765625,113.98302459716797,80.4883775534163,82.88902137807683,115.290397644043,99.1073274039914,96.54822540283203,102.705810546875,99.771240234375,122.25277709960938,84.53900709219859,112.92286198982136,85.0429458618164,98.6612996578338,81.64403533935547,96.63945007324219,#3,19375.61
2020-12-01,296.2438341780627,296.2438341780627,94.06727368301657,120.0317944198263,112.75551850402499,135.7206429162401,88.32397419500609,132.21393448914674,116.53075973944604,118.43325066116556,96.51196570679642,92.84846768393038,98.83914756216907,96.40597727422723,100.70124330279077,127.77818144120845,113.3233020445081,136.69085004167468,98.04462612987881,63.74668437006811,99.6505128483917,63.85843256317491,61.647508705232724,103.15152439484653,1.217,113.53819274902344,113.94758347102574,105.4018859863281,103.1863403320313,110.9084548950195,91.60242762885972,98.20500946044922,123.59750366210938,87.81404085466072,92.18976237117793,95.89201354980469,119.90175488555867,105.3807144165039,124.4674758911133,105.64643859863281,126.4298324584961,111.48936170212767,110.88713701227422,70.9449234008789,109.65726587848641,75.74311828613281,91.27632141113281,#3,62190.75
2021-02-01,214.8430020181487,214.8430020181487,88.82794841043433,107.84732971268244,102.52010266235717,117.65651300305196,103.66083034733464,107.78130659257305,112.06777082792598,112.963085025385,91.41323314367092,88.05542382179995,98.93731961769095,96.40597727422723,107.7079566806339,121.29215137450785,107.95710867048041,119.18963949280062,105.01976354341089,80.3819434731176,106.3923564206919,97.4780254259343,76.49638530607572,112.4245229248301,1.2098,113.84111022949219,113.94758347102574,106.5464248657227,104.0020446777344,111.6450347900391,92.25622219165467,107.85263061523438,116.34584045410156,85.68521562182046,86.26181756238823,109.4908752441406,116.29905746939106,93.8071060180664,102.0149688720703,107.42134857177734,120.06204223632812,101.27659574468086,121.90400159664702,90.27286529541016,103.4401337375523,80.7633056640625,103.4464950561523,#3,6465279.36
2021-03-01,309.5747516356268,309.5747516356268,109.45104154507943,129.2309490305512,123.5815902021394,147.23832786999725,117.78917302947667,134.25508082609036,143.41276240443977,147.8232259668154,88.86386686210814,85.65890189073473,125.18328286430932,96.40597727422723,112.19364830535758,144.4576333442147,129.67728442470218,147.13959106928547,109.04085835043588,80.7652367347717,110.2213889417679,65.6184503734511,80.75579040884529,119.29015176345294,1.1899,115.68504333496094,113.94758347102574,106.9626235961914,104.5118560791016,111.7502670288086,92.80370575052613,113.30170440673828,142.9936065673828,84.62080300540032,116.61698322119072,124.5896148681641,147.73834133558168,118.6802062988281,125.6188812255859,109.99851989746094,145.65582275390625,96.17021276595746,140.70452050693544,102.1728134155273,134.59286236317553,94.50274658203125,119.8452911376953,#3,1972.2
2021-04-01,282.4208314860697,282.4208314860697,93.53096881109545,115.1985544802088,108.01673392223356,125.17396821534159,109.50803154563789,116.72686988265086,116.21574342264401,115.62807837102673,89.11165645220962,86.28060509954288,104.65210059187986,96.40597727422723,112.57220472801447,135.0975345321983,114.12774369756526,127.18772155824715,113.47181402111688,80.8017176656655,115.32305325422088,71.2774499129487,79.6424409562402,123.75703757315175,1.1979,117.27081298828125,113.94758347102574,107.7950210571289,104.6138153076172,111.9607162475586,92.91079601471341,113.55962371826172,129.62474060058594,87.0626907724818,96.58461800528066,117.2902297973633,120.1471029076094,100.0,109.3839950561523,110.6160659790039,133.57891845703125,92.63987391646967,119.26953397864483,91.63719177246094,108.19966089689589,83.05320739746094,105.5092391967773,#3,33920.23
2021-06-01,321.74242528838903,321.74242528838903,107.2743367973818,135.65063091207838,115.55829693791819,139.04371063131208,111.8878879017934,134.81993903526055,128.91902042675878,131.82152149195988,89.60723563241255,87.52401151715921,116.74042918301684,96.40597727422723,112.80894823889193,148.62930360928792,125.12315662691591,144.39642591557723,118.98835771988388,93.918952779551,124.27319007870888,94.7306563326308,90.8434112066915,127.82722962864818,1.2047,120.75299072265625,113.94758347102574,109.3557586669922,105.5314788818359,112.3816223144531,96.69718185425468,114.93998718261719,139.2924346923828,91.94646630664477,109.46256707265141,118.9900894165039,133.32606899221682,115.4314727783203,117.2135925292969,108.58722686767578,141.03465270996094,85.57919621749409,129.92715297874463,95.57857513427734,119.93300296109769,94.06238555908203,112.5225601196289,#3,500.0
