date,RohiBASEMET1000_org,RohiENERGY1000_org,RohiMETMIN1000_org,RohiNATGAS1000_org,RohCRUDE_PETRO1000_org,RohCOPPER1000_org,WKLWEUR840_org
2004-02-01,54.03981146876005,44.123338392987,48.74794479501315,87.0769740759468,39.63945774551672,36.623831785391204,1.2646
2004-03-01,54.66616223674554,47.588957068158,49.25615688543675,87.1927045993136,42.592034090281146,39.93105527141333,1.2262
2004-04-01,54.872714764395944,47.7790126906482,49.42375066391505,91.3799233350361,42.65063679819822,39.134854143875366,1.1985
2004-05-01,51.230355564330154,53.5908975994856,46.468392296442154,99.0445198216908,47.51712067823383,36.27843349321599,1.2007
2004-06-01,52.876330814111746,50.79957469032901,47.80391316626946,98.6362670386971,44.967604566854675,35.65738015671881,1.2138
2004-07-01,54.77182903787384,53.9534164898932,49.34189342258905,95.7755394481113,47.93981346766798,37.27291513891332,1.2266
2004-08-01,54.08759904401895,58.14188023376929,48.78671895281735,89.6498864360369,53.2434948619851,37.77277050406971,1.2176
2004-09-01,54.69556981620555,58.052276207173506,49.28001777648305,87.0469489391141,52.62704862007466,38.42002235079759,1.2218
2004-10-01,57.61093263233924,66.8354611463067,51.64550163450685,104.581038552452,59.312567492130285,39.97778523824326,1.249
2004-11-01,58.16713055653384,59.107613860408506,52.09679270684535,101.189309100254,53.29596928694285,41.44507434441099,1.2991
2004-12-01,58.855705329143944,56.14079707206749,52.655492468205246,107.51027709708198,49.39848582297603,41.74577325337597,1.3408
2005-01-01,59.14986569629534,60.76599033766901,56.39844425489524,104.365385304575,54.3672294785039,42.07156911413744,1.3119
2005-02-01,61.04876473335564,61.984719606814394,57.939183882678535,104.49771651608899,56.702647904788705,43.182417800211034,1.3014
2005-03-01,63.864878593477236,71.1196409531145,60.22413855165144,114.64467040198201,64.45139342342395,44.8518760585288,1.3201
2005-04-01,62.42271970782254,70.2533332265046,59.053991376197644,118.55659052214,64.06880277991878,45.05076707895293,1.2938
2005-05-01,59.458829320532836,65.9939494259745,56.64913293824044,110.44905701340998,60.50873718925438,43.12136757373626,1.2694
2005-06-01,60.65621195664074,72.9132318143886,57.620672151787645,119.20807735198899,68.18038565853533,46.77068467663095,1.2165
2005-07-01,60.840694858696445,77.2458633538415,57.770358950452746,127.21346741922798,71.31232179429196,47.96708331049941,1.2037
2005-08-01,63.76158094499753,86.7816862354019,60.140324311208246,152.324564101041,78.30201935550191,50.40293425968942,1.2292
2005-09-01,63.64031009800394,89.6923862605919,60.04192687352924,191.964532161484,78.04541506846202,51.200449294275415,1.2256
2005-10-01,65.66078941986473,86.0359610287766,61.68131501241994,203.209287369883,73.61400711465426,53.88030207253907,1.2015
2005-11-01,68.95694646644924,78.7146188708206,64.35576988440303,166.609289500858,69.63852218794764,56.66179020609484,1.1786
2005-12-01,75.13559110147803,83.1513830818469,69.36903412298882,195.773306656265,71.39308180193366,60.741989190017776,1.1856
2006-01-01,79.41504488957473,85.4282530396075,73.12580179225903,147.438306005179,79.01876243396694,62.83306562108568,1.2102999687194824
2006-02-01,82.75888178263091,80.2607333003247,75.58032538622432,133.491480944,75.53686496793,66.12535834519821,1.1937999725341797
2006-03-01,83.46836049078722,82.0700857260522,76.34994982276211,126.421472925943,77.08588110484484,67.72391871007507,1.2020000219345093
2006-04-01,97.4826306043975,91.3005617805168,87.79851435963171,130.012854403156,85.9943210497284,84.77723773273395,1.2271000146865845
2006-05-01,114.08222883490788,89.8647891652446,101.2671918932319,119.31630414618199,86.88673840844186,106.78291131166135,1.2769999504089355
2006-06-01,101.6726184489119,88.4541576845593,91.4568288341502,119.42675585449301,86.39863955422001,95.52520973434801,1.2649999856948853
2006-07-01,108.52158004697388,94.0288365284532,97.1691495232297,121.332773639637,91.66172347713655,102.35329268368889,1.268399953842163
2006-08-01,109.6671865913939,94.7089830116641,98.0081620443843,131.248275728621,90.85422932554918,102.13515757013684,1.2811000347137451
2006-09-01,109.3681891682029,80.2881172813507,97.7914215972157,105.920873083401,78.59393647806625,100.89687317219133,1.2726999521255493
2006-10-01,113.91108399544589,76.989093109397,101.69728706622789,119.92595113195202,73.2665783340265,99.54353564091763,1.2611000537872314
2006-11-01,112.84501948548989,79.1518961855101,101.0650537331369,138.135230538875,73.56082707910451,93.28981587660908,1.288100004196167
2006-12-01,113.71025282126487,82.2264950827669,101.7670917360479,127.265279202828,77.16829036896516,88.59058086802031,1.3213000297546387
2007-01-01,106.87329883086989,73.6081329993399,96.8274370261195,125.609797240901,67.7080555877332,75.24651434450831,1.2999000549316406
2007-02-01,108.46182310734989,79.1405822467536,98.6930611930993,142.174978961662,72.82633848361519,75.33664305928879,1.3073999881744385
2007-03-01,114.78708707435787,82.7053393823869,104.5869203561929,130.937811929814,76.6691001574527,85.63590916810163,1.3242000341415405
2007-04-01,126.42048632336287,88.7551105224187,114.37652220802987,134.971609006744,82.30896394594195,103.07499926313926,1.3516000509262085
2007-05-01,127.17408021356587,88.8653243683053,116.37934253622689,135.28151314111,82.43499915399426,101.94618057562069,1.351099967956543
2007-06-01,119.15183351001488,92.8198974405148,110.0240835679939,131.688312229387,86.26952103127053,99.19838951272132,1.3418999910354614
2007-07-01,119.96983430769488,97.9866284686773,111.0602077201039,119.111221940658,93.11864480165232,105.81026175782293,1.3716000318527222
2007-08-01,110.58737590155188,91.384298362441,105.4904970348969,120.098309514726,88.72232647880357,99.71758187352418,1.3622000217437744
2007-09-01,109.64269467968488,98.0657319543337,108.18430533979691,120.11192472209599,97.1175215818596,101.51557740214807,1.3896000385284424
2007-10-01,114.2263669240699,105.720207393407,114.41978509700388,131.89013899842,103.70248736951248,106.28625444750071,1.422700047492981
2007-11-01,107.1184795633779,117.096710330735,112.1413037220919,137.888498961065,115.5584126025977,92.4606343549864,1.468400001525879
2007-12-01,99.4915310541883,116.281802895309,105.3102405567639,138.156819197817,113.25792941937935,87.43012223704179,1.4570000171661377
2008-01-01,104.19805872146691,118.60395290538702,109.54930435145889,154.748779603891,114.73816995606592,93.71240288990981,1.4717999696731567
2008-02-01,115.35435400853189,124.402916291591,117.66387307462387,162.445487800261,118.15116241227244,104.6837523614797,1.4747999906539917
2008-03-01,124.19242597823089,133.993621661594,126.25735791172288,174.074244026008,128.84848039024914,112.00445755131855,1.5527000427246094
2008-04-01,123.38656846419589,143.134082485514,125.45220505939088,188.727872725136,137.59757067454478,115.26457946043655,1.5750999450683594
2008-05-01,118.76327734879189,159.763691730838,121.31300547041289,203.109032648957,155.15107732073074,111.25408390900178,1.5556999444961548
2008-06-01,116.09214066634787,172.741483533465,117.97931591987889,222.151733773915,166.39654211542117,109.63286860138741,1.555299997329712
2008-07-01,117.78564412495889,173.483562380636,118.90987058631988,212.06546065897797,168.0464163672426,111.66939798227895,1.5770000219345093
2008-08-01,106.9656773723539,147.614300869088,109.90311983671089,178.757779497335,144.94649129802247,101.32612262325082,1.497499942779541
2008-09-01,98.5541016590364,130.981885483097,98.0221047179873,173.782813273786,126.08273606968574,92.78126749007423,1.436900019645691
2008-10-01,74.96760428671833,100.500105718353,72.29347635485833,167.66736836214,91.96867892583474,65.37279485780137,1.332200050354004
2008-11-01,62.00630286232324,78.807557234212,58.709651229196744,166.414307374384,68.28466733242496,49.33123734928986,1.2732000350952148
2008-12-01,51.24836364208845,64.3819840381054,50.631236934748145,153.390858294688,52.30076077257888,40.77061533153674,1.3449000120162964
2009-01-01,52.145266458436446,66.2731610832538,51.68612290621335,138.291901468412,55.48429411236317,42.74431606631271,1.3238999843597412
2009-02-01,50.82201216071445,61.80203130870991,51.01072497992205,114.486995466671,52.93935584607624,43.99232868512909,1.278499960899353
2009-03-01,53.657001846495945,64.053166896092,51.82135539391874,106.209694932102,59.01423022203078,49.765888418213514,1.3049999475479126
2009-04-01,60.40188816954274,66.5157763305964,56.739324405491246,88.4569337723456,63.61032933109162,58.48279901574206,1.319000005722046
2009-05-01,63.25137725808504,74.2409010221516,59.42764848750404,89.8070933299148,73.57454586511655,60.633917017369065,1.3650000095367432
2009-06-01,69.38749696577614,85.7996515591342,65.56631045343055,88.8555218609205,87.48611053297847,66.54414962702681,1.4016000032424927
2009-07-01,72.48099301933813,80.8068670581178,69.66553685380923,77.992539266673,81.81432416982722,69.21958289976521,1.4088000059127808
2009-08-01,85.03731707085811,88.6375199325106,81.62767897715733,76.3809668512686,90.62371346117382,81.82455680106989,1.426800012588501
2009-09-01,83.19566485644032,83.2042950812966,77.94030774341823,75.5641367668654,86.46943794686732,82.23773411642046,1.4562000036239624
2009-10-01,85.41390102855571,90.8932199799978,80.52635177315251,91.1506045194037,93.72454796162513,83.45269998221028,1.481600046157837
2009-11-01,88.5660679601277,95.0125081002044,84.69645851050852,88.1315920301618,98.11683240964575,88.5970840443187,1.4914000034332275
2009-12-01,94.5380958101795,95.0397820829899,90.29336219930201,109.843285828598,94.7382173668208,92.65983062654288,1.461400032043457
2010-01-01,98.9911485544333,98.5042380468826,96.5767368804507,119.138800322063,97.57127363248983,98.02874680419484,1.4271999597549438
2010-02-01,91.9673364413917,95.6034064053096,91.1065927432961,113.755590021384,94.58791191737518,90.88752928019184,1.3686000108718872
2010-03-01,100.2650181297239,99.5770307979592,99.4167834199885,101.636675999709,100.32503399056223,99.04504726996272,1.3568999767303467
2010-04-01,105.7986688870389,104.850141083117,108.1454582642239,91.8338952631584,106.50561127128843,102.79099626393628,1.3406000137329102
2010-05-01,92.62222916057242,95.6789488990007,96.016366550206,92.745895025588,95.67001403564039,90.74829494846426,1.256500005722046
2010-06-01,86.91091031464532,95.097065575099,89.09092808728012,102.120929083303,94.539815733996,86.25726775573119,1.220900058746338
2010-07-01,89.79578117552481,94.8789980560096,89.19850455078712,102.07370050081902,94.35560846689658,89.38881257917797,1.2769999504089355
2010-08-01,97.1102087447896,96.4540988924857,97.5876119511594,100.103970550475,95.93310911461901,96.67106939812606,1.2893999814987183
2010-09-01,101.62019418089892,97.2250424006907,100.6375517740439,94.2421649404525,96.2999718532079,102.31613167626945,1.3066999912261963
2010-10-01,109.77901501897489,102.188815228452,108.27305434034989,88.62092468049,103.38887542994077,110.05504418924885,1.389799952507019
2010-11-01,109.98685363656588,106.087541040424,109.4269031623369,93.442045668539,106.94994694928874,112.41053445989435,1.3660999536514282
2010-12-01,115.15263575543987,113.85467357457,114.5235082758779,100.28540794401898,113.87282760469486,121.40052537480224,1.3220000267028809
2011-01-01,120.33387373606288,120.130826483112,120.80677989449788,108.008014104098,117.26934485224392,126.82122807065083,1.3359999656677246
2011-02-01,125.23706404029589,127.43908847513701,125.81963076351687,102.12369104794298,123.87808190244576,130.96069886140776,1.36489999294281
2011-03-01,122.59373586965587,138.374412180997,121.37058532795089,101.238374494502,137.45465148951243,126.12658266767482,1.399899959564209
2011-04-01,124.59710678098588,148.264354859593,124.28530280695587,109.568847677071,147.067347701611,125.98629986466649,1.444200038909912
2011-05-01,117.82143720141988,139.061355550927,118.49279648343989,110.51185233743598,136.72502247493023,118.91389656333122,1.4349000453948975
2011-06-01,116.9365006460529,138.723060133191,116.9769349579509,113.853174548044,133.9124759987737,120.33331432886973,1.4387999773025513
2011-07-01,121.54409799358088,141.943979798567,120.98702273544288,116.825029956738,136.532840804038,128.07886273603114,1.4263999462127686
2011-08-01,113.1607560001739,134.602858537538,114.7693752066799,111.83098840383198,127.13239363915511,119.4561818358876,1.4342999458312988
2011-09-01,106.1932015499589,135.389826200773,109.08108734897688,109.978370238709,127.55360097438304,110.15770147224502,1.3769999742507935
2011-10-01,97.2876741732649,133.589008838563,98.3897877484559,108.783022047398,126.32436616409635,98.13412480380565,1.3705999851226807
2011-11-01,96.5177423396265,133.969538671593,95.8396648215564,104.55759796355999,133.35524445169239,100.61369302386693,1.3555999994277954
2011-12-01,95.44102306982522,131.0925390605,95.0759428056557,104.40292760818,131.8692541039044,100.4074494326891,1.3178999423980713
2012-01-01,101.51224921421289,134.113528561462,100.50247509190491,98.2945066470535,135.46751865686636,106.71141618774405,1.2905000448226929
2012-02-01,105.80666683282789,142.787143703097,104.00500763308489,94.3159884156454,142.56885562358897,112.03366875750788,1.3223999738693237
2012-03-01,104.5586828783629,147.883403463965,103.54326762651289,94.2790631174694,149.01802872169577,112.42239943869183,1.320099949836731
2012-04-01,100.89243418258688,142.42801169258,100.95386652160589,89.3456442581264,143.80616159668813,110.0162242082839,1.3162000179290771
2012-05-01,97.31959811801111,132.27917090896,96.628639821277,96.5331947060741,131.68651052534926,105.58560830021439,1.2789000272750854
2012-06-01,91.47120115027502,115.96677036253,91.63118125980502,96.0904504136756,114.78664987655971,98.51680102153588,1.2525999546051025
2012-07-01,91.9931179324939,124.559449391677,91.1857005338037,100.949435743397,122.41038437433407,100.65671171605975,1.2288000583648682
2012-08-01,90.89445580990592,135.378867810294,87.65118551064201,99.6346919671634,133.18902967921542,99.74455822595984,1.2400000095367432
2012-09-01,99.4925712007428,135.214564852774,93.58922247849732,98.5816339006952,134.4685312559555,107.33877362371416,1.285599946975708
2012-10-01,97.6933685773162,134.150510367546,94.0017696103282,105.701085337492,130.82851201693626,106.99755594487364,1.2973999977111816
2012-11-01,94.7179673002844,132.333500467506,92.41514908431331,109.365158286195,128.00281841880792,102.34177639096747,1.2827999591827393
2012-12-01,99.5896685392436,132.374737167265,97.42328329312741,107.042312431836,128.02717430731497,105.72952737365866,1.311900019645691
2013-01-01,99.6146682009678,135.931981532353,100.2857536476269,107.608178596547,132.96962324264322,106.80285880957257,1.3287999629974365
2013-02-01,100.25373838824989,139.792400513286,101.3406572677469,107.540299976784,136.17963646114976,106.98289061873135,1.3358999490737915
2013-03-01,94.2348999858347,132.536883179219,94.54730708282972,113.681087667469,129.708374153076,101.47056391994653,1.2963999509811401
2013-04-01,89.92929551709811,126.609374695634,90.73323215379712,122.80678946533502,125.06452994438371,96.01182709387427,1.3026000261306763
2013-05-01,89.08211537760661,126.301641684437,88.31550853240051,118.478144618738,125.71566695418717,96.21267567685332,1.298200011253357
